EnglishDayNameOfWeek,EnglishMonthName,FrenchDayNameOfWeek,FrenchMonthName,SpanishDayNameOfWeek,SpanishMonthName,Sum of CalendarQuarter,Sum of CalendarSemester,Sum of CalendarYear,DateKey,Sum of DayNumberOfMonth,Sum of DayNumberOfWeek,Sum of DayNumberOfYear,Sum of FiscalQuarter,Sum of FiscalYear,Năm,Quý,Tháng,Ngày,Sum of MonthNumberOfYear,Sum of FiscalSemester,Sum of WeekNumberOfYear
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2005,20051229,29,5,363,2,2006,2005,Qtr 4,Tháng Mười Hai,29,12,1,53
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2006,20061207,7,5,341,2,2007,2006,Qtr 4,Tháng Mười Hai,7,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2006,20061214,14,5,348,2,2007,2006,Qtr 4,Tháng Mười Hai,14,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2006,20061221,21,5,355,2,2007,2006,Qtr 4,Tháng Mười Hai,21,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2006,20061228,28,5,362,2,2007,2006,Qtr 4,Tháng Mười Hai,28,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2007,20071206,6,5,340,2,2008,2007,Qtr 4,Tháng Mười Hai,6,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2007,20071213,13,5,347,2,2008,2007,Qtr 4,Tháng Mười Hai,13,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2007,20071220,20,5,354,2,2008,2007,Qtr 4,Tháng Mười Hai,20,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2007,20071227,27,5,361,2,2008,2007,Qtr 4,Tháng Mười Hai,27,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2008,20081204,4,5,339,2,2009,2008,Qtr 4,Tháng Mười Hai,4,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2008,20081211,11,5,346,2,2009,2008,Qtr 4,Tháng Mười Hai,11,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2008,20081218,18,5,353,2,2009,2008,Qtr 4,Tháng Mười Hai,18,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2008,20081225,25,5,360,2,2009,2008,Qtr 4,Tháng Mười Hai,25,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2009,20091203,3,5,337,2,2010,2009,Qtr 4,Tháng Mười Hai,3,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2009,20091210,10,5,344,2,2010,2009,Qtr 4,Tháng Mười Hai,10,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2009,20091217,17,5,351,2,2010,2009,Qtr 4,Tháng Mười Hai,17,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2009,20091224,24,5,358,2,2010,2009,Qtr 4,Tháng Mười Hai,24,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2009,20091231,31,5,365,2,2010,2009,Qtr 4,Tháng Mười Hai,31,12,1,53
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2010,20101202,2,5,336,2,2011,2010,Qtr 4,Tháng Mười Hai,2,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2010,20101209,9,5,343,2,2011,2010,Qtr 4,Tháng Mười Hai,9,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2010,20101216,16,5,350,2,2011,2010,Qtr 4,Tháng Mười Hai,16,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2010,20101223,23,5,357,2,2011,2010,Qtr 4,Tháng Mười Hai,23,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2010,20101230,30,5,364,2,2011,2010,Qtr 4,Tháng Mười Hai,30,12,1,53
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2011,20111201,1,5,335,2,2011,2011,Qtr 4,Tháng Mười Hai,1,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2011,20111208,8,5,342,2,2011,2011,Qtr 4,Tháng Mười Hai,8,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2011,20111215,15,5,349,2,2011,2011,Qtr 4,Tháng Mười Hai,15,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2011,20111222,22,5,356,2,2011,2011,Qtr 4,Tháng Mười Hai,22,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2011,20111229,29,5,363,2,2011,2011,Qtr 4,Tháng Mười Hai,29,12,1,53
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2012,20121206,6,5,341,2,2012,2012,Qtr 4,Tháng Mười Hai,6,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2012,20121213,13,5,348,2,2012,2012,Qtr 4,Tháng Mười Hai,13,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2012,20121220,20,5,355,2,2012,2012,Qtr 4,Tháng Mười Hai,20,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2012,20121227,27,5,362,2,2012,2012,Qtr 4,Tháng Mười Hai,27,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2013,20131205,5,5,339,2,2013,2013,Qtr 4,Tháng Mười Hai,5,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2013,20131212,12,5,346,2,2013,2013,Qtr 4,Tháng Mười Hai,12,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2013,20131219,19,5,353,2,2013,2013,Qtr 4,Tháng Mười Hai,19,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2013,20131226,26,5,360,2,2013,2013,Qtr 4,Tháng Mười Hai,26,12,1,52
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2014,20141204,4,5,338,2,2014,2014,Qtr 4,Tháng Mười Hai,4,12,1,49
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2014,20141211,11,5,345,2,2014,2014,Qtr 4,Tháng Mười Hai,11,12,1,50
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2014,20141218,18,5,352,2,2014,2014,Qtr 4,Tháng Mười Hai,18,12,1,51
Thursday,December,Jeudi,Décembre,Jueves,Diciembre,4,2,2014,20141225,25,5,359,2,2014,2014,Qtr 4,Tháng Mười Hai,25,12,1,52
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2005,20050203,3,5,34,3,2005,2005,Qtr 1,Tháng Hai,3,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2005,20050210,10,5,41,3,2005,2005,Qtr 1,Tháng Hai,10,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2005,20050217,17,5,48,3,2005,2005,Qtr 1,Tháng Hai,17,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2005,20050224,24,5,55,3,2005,2005,Qtr 1,Tháng Hai,24,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2006,20060202,2,5,33,3,2006,2006,Qtr 1,Tháng Hai,2,2,2,5
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2006,20060209,9,5,40,3,2006,2006,Qtr 1,Tháng Hai,9,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2006,20060216,16,5,47,3,2006,2006,Qtr 1,Tháng Hai,16,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2006,20060223,23,5,54,3,2006,2006,Qtr 1,Tháng Hai,23,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2007,20070201,1,5,32,3,2007,2007,Qtr 1,Tháng Hai,1,2,2,5
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2007,20070208,8,5,39,3,2007,2007,Qtr 1,Tháng Hai,8,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2007,20070215,15,5,46,3,2007,2007,Qtr 1,Tháng Hai,15,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2007,20070222,22,5,53,3,2007,2007,Qtr 1,Tháng Hai,22,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2008,20080207,7,5,38,3,2008,2008,Qtr 1,Tháng Hai,7,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2008,20080214,14,5,45,3,2008,2008,Qtr 1,Tháng Hai,14,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2008,20080221,21,5,52,3,2008,2008,Qtr 1,Tháng Hai,21,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2008,20080228,28,5,59,3,2008,2008,Qtr 1,Tháng Hai,28,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2009,20090205,5,5,36,3,2009,2009,Qtr 1,Tháng Hai,5,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2009,20090212,12,5,43,3,2009,2009,Qtr 1,Tháng Hai,12,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2009,20090219,19,5,50,3,2009,2009,Qtr 1,Tháng Hai,19,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2009,20090226,26,5,57,3,2009,2009,Qtr 1,Tháng Hai,26,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2010,20100204,4,5,35,3,2010,2010,Qtr 1,Tháng Hai,4,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2010,20100211,11,5,42,3,2010,2010,Qtr 1,Tháng Hai,11,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2010,20100218,18,5,49,3,2010,2010,Qtr 1,Tháng Hai,18,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2010,20100225,25,5,56,3,2010,2010,Qtr 1,Tháng Hai,25,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2011,20110203,3,5,34,3,2010,2011,Qtr 1,Tháng Hai,3,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2011,20110210,10,5,41,3,2010,2011,Qtr 1,Tháng Hai,10,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2011,20110217,17,5,48,3,2010,2011,Qtr 1,Tháng Hai,17,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2011,20110224,24,5,55,3,2010,2011,Qtr 1,Tháng Hai,24,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2012,20120202,2,5,33,3,2011,2012,Qtr 1,Tháng Hai,2,2,2,5
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2012,20120209,9,5,40,3,2011,2012,Qtr 1,Tháng Hai,9,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2012,20120216,16,5,47,3,2011,2012,Qtr 1,Tháng Hai,16,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2012,20120223,23,5,54,3,2011,2012,Qtr 1,Tháng Hai,23,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2013,20130207,7,5,38,3,2012,2013,Qtr 1,Tháng Hai,7,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2013,20130214,14,5,45,3,2012,2013,Qtr 1,Tháng Hai,14,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2013,20130221,21,5,52,3,2012,2013,Qtr 1,Tháng Hai,21,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2013,20130228,28,5,59,3,2012,2013,Qtr 1,Tháng Hai,28,2,2,9
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2014,20140206,6,5,37,3,2013,2014,Qtr 1,Tháng Hai,6,2,2,6
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2014,20140213,13,5,44,3,2013,2014,Qtr 1,Tháng Hai,13,2,2,7
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2014,20140220,20,5,51,3,2013,2014,Qtr 1,Tháng Hai,20,2,2,8
Thursday,February,Jeudi,Février,Jueves,Febrero,1,1,2014,20140227,27,5,58,3,2013,2014,Qtr 1,Tháng Hai,27,2,2,9
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2005,20050106,6,5,6,3,2005,2005,Qtr 1,Tháng Giêng,6,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2005,20050113,13,5,13,3,2005,2005,Qtr 1,Tháng Giêng,13,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2005,20050120,20,5,20,3,2005,2005,Qtr 1,Tháng Giêng,20,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2005,20050127,27,5,27,3,2005,2005,Qtr 1,Tháng Giêng,27,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2006,20060105,5,5,5,3,2006,2006,Qtr 1,Tháng Giêng,5,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2006,20060112,12,5,12,3,2006,2006,Qtr 1,Tháng Giêng,12,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2006,20060119,19,5,19,3,2006,2006,Qtr 1,Tháng Giêng,19,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2006,20060126,26,5,26,3,2006,2006,Qtr 1,Tháng Giêng,26,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2007,20070104,4,5,4,3,2007,2007,Qtr 1,Tháng Giêng,4,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2007,20070111,11,5,11,3,2007,2007,Qtr 1,Tháng Giêng,11,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2007,20070118,18,5,18,3,2007,2007,Qtr 1,Tháng Giêng,18,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2007,20070125,25,5,25,3,2007,2007,Qtr 1,Tháng Giêng,25,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2008,20080103,3,5,3,3,2008,2008,Qtr 1,Tháng Giêng,3,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2008,20080110,10,5,10,3,2008,2008,Qtr 1,Tháng Giêng,10,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2008,20080117,17,5,17,3,2008,2008,Qtr 1,Tháng Giêng,17,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2008,20080124,24,5,24,3,2008,2008,Qtr 1,Tháng Giêng,24,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2008,20080131,31,5,31,3,2008,2008,Qtr 1,Tháng Giêng,31,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2009,20090101,1,5,1,3,2009,2009,Qtr 1,Tháng Giêng,1,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2009,20090108,8,5,8,3,2009,2009,Qtr 1,Tháng Giêng,8,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2009,20090115,15,5,15,3,2009,2009,Qtr 1,Tháng Giêng,15,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2009,20090122,22,5,22,3,2009,2009,Qtr 1,Tháng Giêng,22,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2009,20090129,29,5,29,3,2009,2009,Qtr 1,Tháng Giêng,29,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2010,20100107,7,5,7,3,2010,2010,Qtr 1,Tháng Giêng,7,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2010,20100114,14,5,14,3,2010,2010,Qtr 1,Tháng Giêng,14,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2010,20100121,21,5,21,3,2010,2010,Qtr 1,Tháng Giêng,21,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2010,20100128,28,5,28,3,2010,2010,Qtr 1,Tháng Giêng,28,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2011,20110106,6,5,6,3,2010,2011,Qtr 1,Tháng Giêng,6,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2011,20110113,13,5,13,3,2010,2011,Qtr 1,Tháng Giêng,13,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2011,20110120,20,5,20,3,2010,2011,Qtr 1,Tháng Giêng,20,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2011,20110127,27,5,27,3,2010,2011,Qtr 1,Tháng Giêng,27,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2012,20120105,5,5,5,3,2011,2012,Qtr 1,Tháng Giêng,5,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2012,20120112,12,5,12,3,2011,2012,Qtr 1,Tháng Giêng,12,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2012,20120119,19,5,19,3,2011,2012,Qtr 1,Tháng Giêng,19,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2012,20120126,26,5,26,3,2011,2012,Qtr 1,Tháng Giêng,26,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2013,20130103,3,5,3,3,2012,2013,Qtr 1,Tháng Giêng,3,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2013,20130110,10,5,10,3,2012,2013,Qtr 1,Tháng Giêng,10,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2013,20130117,17,5,17,3,2012,2013,Qtr 1,Tháng Giêng,17,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2013,20130124,24,5,24,3,2012,2013,Qtr 1,Tháng Giêng,24,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2013,20130131,31,5,31,3,2012,2013,Qtr 1,Tháng Giêng,31,1,2,5
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2014,20140102,2,5,2,3,2013,2014,Qtr 1,Tháng Giêng,2,1,2,1
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2014,20140109,9,5,9,3,2013,2014,Qtr 1,Tháng Giêng,9,1,2,2
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2014,20140116,16,5,16,3,2013,2014,Qtr 1,Tháng Giêng,16,1,2,3
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2014,20140123,23,5,23,3,2013,2014,Qtr 1,Tháng Giêng,23,1,2,4
Thursday,January,Jeudi,Janvier,Jueves,Enero,1,1,2014,20140130,30,5,30,3,2013,2014,Qtr 1,Tháng Giêng,30,1,2,5
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2005,20050707,7,5,188,1,2006,2005,Qtr 3,Tháng Bảy,7,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2005,20050714,14,5,195,1,2006,2005,Qtr 3,Tháng Bảy,14,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2005,20050721,21,5,202,1,2006,2005,Qtr 3,Tháng Bảy,21,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2005,20050728,28,5,209,1,2006,2005,Qtr 3,Tháng Bảy,28,7,1,31
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2006,20060706,6,5,187,1,2007,2006,Qtr 3,Tháng Bảy,6,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2006,20060713,13,5,194,1,2007,2006,Qtr 3,Tháng Bảy,13,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2006,20060720,20,5,201,1,2007,2006,Qtr 3,Tháng Bảy,20,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2006,20060727,27,5,208,1,2007,2006,Qtr 3,Tháng Bảy,27,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2007,20070705,5,5,186,1,2008,2007,Qtr 3,Tháng Bảy,5,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2007,20070712,12,5,193,1,2008,2007,Qtr 3,Tháng Bảy,12,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2007,20070719,19,5,200,1,2008,2007,Qtr 3,Tháng Bảy,19,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2007,20070726,26,5,207,1,2008,2007,Qtr 3,Tháng Bảy,26,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2008,20080703,3,5,185,1,2009,2008,Qtr 3,Tháng Bảy,3,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2008,20080710,10,5,192,1,2009,2008,Qtr 3,Tháng Bảy,10,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2008,20080717,17,5,199,1,2009,2008,Qtr 3,Tháng Bảy,17,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2008,20080724,24,5,206,1,2009,2008,Qtr 3,Tháng Bảy,24,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2008,20080731,31,5,213,1,2009,2008,Qtr 3,Tháng Bảy,31,7,1,31
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2009,20090702,2,5,183,1,2010,2009,Qtr 3,Tháng Bảy,2,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2009,20090709,9,5,190,1,2010,2009,Qtr 3,Tháng Bảy,9,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2009,20090716,16,5,197,1,2010,2009,Qtr 3,Tháng Bảy,16,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2009,20090723,23,5,204,1,2010,2009,Qtr 3,Tháng Bảy,23,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2009,20090730,30,5,211,1,2010,2009,Qtr 3,Tháng Bảy,30,7,1,31
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2010,20100701,1,5,182,1,2011,2010,Qtr 3,Tháng Bảy,1,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2010,20100708,8,5,189,1,2011,2010,Qtr 3,Tháng Bảy,8,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2010,20100715,15,5,196,1,2011,2010,Qtr 3,Tháng Bảy,15,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2010,20100722,22,5,203,1,2011,2010,Qtr 3,Tháng Bảy,22,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2010,20100729,29,5,210,1,2011,2010,Qtr 3,Tháng Bảy,29,7,1,31
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2011,20110707,7,5,188,1,2011,2011,Qtr 3,Tháng Bảy,7,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2011,20110714,14,5,195,1,2011,2011,Qtr 3,Tháng Bảy,14,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2011,20110721,21,5,202,1,2011,2011,Qtr 3,Tháng Bảy,21,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2011,20110728,28,5,209,1,2011,2011,Qtr 3,Tháng Bảy,28,7,1,31
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2012,20120705,5,5,187,1,2012,2012,Qtr 3,Tháng Bảy,5,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2012,20120712,12,5,194,1,2012,2012,Qtr 3,Tháng Bảy,12,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2012,20120719,19,5,201,1,2012,2012,Qtr 3,Tháng Bảy,19,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2012,20120726,26,5,208,1,2012,2012,Qtr 3,Tháng Bảy,26,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2013,20130704,4,5,185,1,2013,2013,Qtr 3,Tháng Bảy,4,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2013,20130711,11,5,192,1,2013,2013,Qtr 3,Tháng Bảy,11,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2013,20130718,18,5,199,1,2013,2013,Qtr 3,Tháng Bảy,18,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2013,20130725,25,5,206,1,2013,2013,Qtr 3,Tháng Bảy,25,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2014,20140703,3,5,184,1,2014,2014,Qtr 3,Tháng Bảy,3,7,1,27
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2014,20140710,10,5,191,1,2014,2014,Qtr 3,Tháng Bảy,10,7,1,28
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2014,20140717,17,5,198,1,2014,2014,Qtr 3,Tháng Bảy,17,7,1,29
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2014,20140724,24,5,205,1,2014,2014,Qtr 3,Tháng Bảy,24,7,1,30
Thursday,July,Jeudi,Juillet,Jueves,Julio,3,2,2014,20140731,31,5,212,1,2014,2014,Qtr 3,Tháng Bảy,31,7,1,31
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2005,20050602,2,5,153,4,2005,2005,Qtr 2,Tháng Sáu,2,6,2,23
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2005,20050609,9,5,160,4,2005,2005,Qtr 2,Tháng Sáu,9,6,2,24
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2005,20050616,16,5,167,4,2005,2005,Qtr 2,Tháng Sáu,16,6,2,25
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2005,20050623,23,5,174,4,2005,2005,Qtr 2,Tháng Sáu,23,6,2,26
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2005,20050630,30,5,181,4,2005,2005,Qtr 2,Tháng Sáu,30,6,2,27
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2006,20060601,1,5,152,4,2006,2006,Qtr 2,Tháng Sáu,1,6,2,22
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2006,20060608,8,5,159,4,2006,2006,Qtr 2,Tháng Sáu,8,6,2,23
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2006,20060615,15,5,166,4,2006,2006,Qtr 2,Tháng Sáu,15,6,2,24
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2006,20060622,22,5,173,4,2006,2006,Qtr 2,Tháng Sáu,22,6,2,25
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2006,20060629,29,5,180,4,2006,2006,Qtr 2,Tháng Sáu,29,6,2,26
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2007,20070607,7,5,158,4,2007,2007,Qtr 2,Tháng Sáu,7,6,2,23
Thursday,June,Jeudi,Juin,Jueves,Junio,2,1,2007,20070614,14,5,165,4,2007,2007,Qtr 2,Tháng Sáu,14,6,2,24
