SalesOrderNumber,Sum of SalesOrderLineNumber,Sum of TaxAmt,Sum of UnitPrice,CurrencyKey,Sum of TotalProductCost,CarrierTrackingNumber,Count of CustomerKey,CustomerPONumber,Sum of DiscountAmount,Năm,Quý,Tháng,Ngày,Count of DueDateKey,Sum of ExtendedAmount,Sum of Freight,Năm,Quý,Tháng,Ngày,Count of OrderDateKey,Sum of OrderQuantity,Count of ProductKey,Sum of ProductStandardCost,Count of PromotionKey,Sum of RevisionNumber,Sum of SalesAmount,Count of SalesTerritoryKey,Năm,Quý,Tháng,Ngày,Count of ShipDateKey,Sum of UnitPriceDiscountPct
SO66643,3,$2.3984,$29.98,6,$11.2126,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$29.98,$0.7496,2013,Qtr 3,Tháng Chín,19,2,2,2,$11.2126,2,2,$29.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66644,1,$1.9992,$24.99,6,$9.3463,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$24.99,$0.6248,2013,Qtr 3,Tháng Chín,19,1,1,1,$9.3463,1,1,$24.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66645,6,$3.4344,$42.93,6,$16.0559,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$42.93,$1.0734,2013,Qtr 3,Tháng Chín,19,3,3,3,$16.0559,3,3,$42.93,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66646,1,$1.7192,$21.49,6,$8.0373,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$21.49,$0.5373,2013,Qtr 3,Tháng Chín,19,1,1,1,$8.0373,1,1,$21.49,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66647,6,$3.3824,$42.28,6,$15.8128,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$42.28,$1.0571,2013,Qtr 3,Tháng Chín,19,3,3,3,$15.8128,3,3,$42.28,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66648,1,$5.5992,$69.99,6,$26.1763,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$69.99,$1.7498,2013,Qtr 3,Tháng Chín,19,1,1,1,$26.1763,1,1,$69.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66649,6,$3.9976,$49.97,6,$18.6889,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$49.97,$1.2494,2013,Qtr 3,Tháng Chín,19,3,3,3,$18.6889,3,3,$49.97,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66650,1,$0.7192,$8.99,6,$6.9223,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$8.99,$0.2248,2013,Qtr 3,Tháng Chín,19,1,1,1,$6.9223,1,1,$8.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66651,3,$65.5584,$819.48,100,$458.2707,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$819.48,$20.4871,2013,Qtr 3,Tháng Chín,19,2,2,2,$458.2707,2,2,$819.48,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66652,15,$66.2992,$828.74,98,$441.938,,5,,0,2013,Qtr 4,Tháng Mười,1,5,$828.74,$20.7187,2013,Qtr 3,Tháng Chín,19,5,5,5,$441.938,5,5,$828.74,5,2013,Qtr 3,Tháng Chín,26,5,0
SO66653,6,$47.1408,$589.26,100,$317.2949,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$589.26,$14.7316,2013,Qtr 3,Tháng Chín,19,3,3,3,$317.2949,3,3,$589.26,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66654,1,$45.1992,$564.99,100,$308.2179,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$564.99,$14.1248,2013,Qtr 3,Tháng Chín,19,1,1,1,$308.2179,1,1,$564.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66655,3,$2.1824,$27.28,6,$10.2028,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$27.28,$0.6821,2013,Qtr 3,Tháng Chín,19,2,2,2,$10.2028,2,2,$27.28,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66656,3,$3.1184,$38.98,100,$14.5786,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$38.98,$0.9746,2013,Qtr 3,Tháng Chín,19,2,2,2,$14.5786,2,2,$38.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66657,6,$2.2216,$27.77,19,$10.3861,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$27.77,$0.6944,2013,Qtr 3,Tháng Chín,19,3,3,3,$10.3861,3,3,$27.77,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66658,3,$1.9024,$23.78,19,$8.8938,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$23.78,$0.5946,2013,Qtr 3,Tháng Chín,19,2,2,2,$8.8938,2,2,$23.78,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66659,3,$2.3984,$29.98,100,$11.2126,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$29.98,$0.7496,2013,Qtr 3,Tháng Chín,19,2,2,2,$11.2126,2,2,$29.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66660,1,$2.3992,$29.99,100,$11.2163,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$29.99,$0.7498,2013,Qtr 3,Tháng Chín,19,1,1,1,$11.2163,1,1,$29.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66661,6,$3.9976,$49.97,100,$18.6889,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$49.97,$1.2494,2013,Qtr 3,Tháng Chín,19,3,3,3,$18.6889,3,3,$49.97,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66662,1,$5.5992,$69.99,100,$26.1763,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$69.99,$1.7498,2013,Qtr 3,Tháng Chín,19,1,1,1,$26.1763,1,1,$69.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66663,1,$0.3992,$4.99,100,$1.8663,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$4.99,$0.1248,2013,Qtr 3,Tháng Chín,19,1,1,1,$1.8663,1,1,$4.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66664,3,$1.1184,$13.98,100,$8.7886,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$13.98,$0.3496,2013,Qtr 3,Tháng Chín,19,2,2,2,$8.7886,2,2,$13.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66665,3,$3.1984,$39.98,19,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,19,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66666,6,$1.2184,$15.23,19,$5.6961,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$15.23,$0.3809,2013,Qtr 3,Tháng Chín,19,3,3,3,$5.6961,3,3,$15.23,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66667,3,$13.1192,$163.99,100,$61.3323,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$163.99,$4.0998,2013,Qtr 3,Tháng Chín,19,2,2,2,$61.3323,2,2,$163.99,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66668,1,$0.3992,$4.99,98,$1.8663,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$4.99,$0.1248,2013,Qtr 3,Tháng Chín,19,1,1,1,$1.8663,1,1,$4.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66669,6,$3.9176,$48.97,100,$18.3149,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$48.97,$1.2244,2013,Qtr 3,Tháng Chín,19,3,3,3,$18.3149,3,3,$48.97,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66670,6,$2.9544,$36.93,98,$13.8119,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$36.93,$0.9234,2013,Qtr 3,Tháng Chín,19,3,3,3,$13.8119,3,3,$36.93,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66671,3,$2.9272,$36.59,100,$13.6847,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$36.59,$0.9148,2013,Qtr 3,Tháng Chín,19,2,2,2,$13.6847,2,2,$36.59,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66672,3,$2.9272,$36.59,100,$13.6847,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$36.59,$0.9148,2013,Qtr 3,Tháng Chín,19,2,2,2,$13.6847,2,2,$36.59,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66673,6,$2.5016,$31.27,100,$11.6951,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$31.27,$0.7819,2013,Qtr 3,Tháng Chín,19,3,3,3,$11.6951,3,3,$31.27,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66674,3,$3.1984,$39.98,98,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,19,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66675,3,$1.9024,$23.78,100,$8.8938,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$23.78,$0.5946,2013,Qtr 3,Tháng Chín,19,2,2,2,$8.8938,2,2,$23.78,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66676,3,$1.9024,$23.78,98,$8.8938,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$23.78,$0.5946,2013,Qtr 3,Tháng Chín,19,2,2,2,$8.8938,2,2,$23.78,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66677,10,$6.2368,$77.96,100,$32.7172,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$77.96,$1.9492,2013,Qtr 3,Tháng Chín,19,4,4,4,$32.7172,4,4,$77.96,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66678,10,$6.2368,$77.96,100,$32.7172,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$77.96,$1.9492,2013,Qtr 3,Tháng Chín,19,4,4,4,$32.7172,4,4,$77.96,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66679,6,$7.1976,$89.97,98,$53.4449,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$89.97,$2.2494,2013,Qtr 3,Tháng Chín,19,3,3,3,$53.4449,3,3,$89.97,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66680,10,$7.9576,$99.47,19,$37.2019,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$99.47,$2.4869,2013,Qtr 3,Tháng Chín,19,4,4,4,$37.2019,4,4,$99.47,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66681,3,$2.9832,$37.29,100,$13.9465,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$37.29,$0.9323,2013,Qtr 3,Tháng Chín,19,2,2,2,$13.9465,2,2,$37.29,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66682,3,$4.5576,$56.97,100,$21.3068,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$56.97,$1.4243,2013,Qtr 3,Tháng Chín,19,2,2,2,$21.3068,2,2,$56.97,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66683,1,$3.9992,$49.99,100,$38.4923,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$49.99,$1.2498,2013,Qtr 3,Tháng Chín,19,1,1,1,$38.4923,1,1,$49.99,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66684,6,$71.1576,$889.47,100,$484.447,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$889.47,$22.2369,2013,Qtr 3,Tháng Chín,19,3,3,3,$484.447,3,3,$889.47,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66685,3,$184.3984,$2304.98,19,$1255.7176,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$2304.98,$57.6246,2013,Qtr 3,Tháng Chín,19,2,2,2,$1255.7176,2,2,$2304.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66686,10,$192.116,$2401.45,100,$1296.0856,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$2401.45,$60.0364,2013,Qtr 3,Tháng Chín,19,4,4,4,$1296.0856,4,4,$2401.45,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66687,3,$138.8784,$1735.98,6,$1095.5963,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$1735.98,$43.3996,2013,Qtr 3,Tháng Chín,19,2,2,2,$1095.5963,2,2,$1735.98,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66688,3,$92.4384,$1155.48,6,$726.1661,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$1155.48,$28.8871,2013,Qtr 3,Tháng Chín,19,2,2,2,$726.1661,2,2,$1155.48,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66689,10,$47.1168,$588.96,6,$361.9645,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$588.96,$14.7242,2013,Qtr 3,Tháng Chín,19,4,4,4,$361.9645,4,4,$588.96,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66690,6,$48.3176,$603.97,6,$322.0683,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$603.97,$15.0994,2013,Qtr 3,Tháng Chín,19,3,3,3,$322.0683,3,3,$603.97,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66691,3,$97.9072,$1223.84,100,$758.5131,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$1223.84,$30.5961,2013,Qtr 3,Tháng Chín,19,2,2,2,$758.5131,2,2,$1223.84,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66692,3,$93.6384,$1170.48,100,$751.5721,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$1170.48,$29.2621,2013,Qtr 3,Tháng Chín,19,2,2,2,$751.5721,2,2,$1170.48,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66693,6,$142.0376,$1775.47,100,$1130.1616,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$1775.47,$44.3869,2013,Qtr 3,Tháng Chín,19,3,3,3,$1130.1616,3,3,$1775.47,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66694,10,$97.1568,$1214.46,98,$768.0207,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$1214.46,$30.3617,2013,Qtr 3,Tháng Chín,19,4,4,4,$768.0207,4,4,$1214.46,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66695,6,$64.4264,$805.33,6,$509.9394,,3,,0,2013,Qtr 4,Tháng Mười,1,3,$805.33,$20.1334,2013,Qtr 3,Tháng Chín,19,3,3,3,$509.9394,3,3,$805.33,3,2013,Qtr 3,Tháng Chín,26,3,0
SO66696,3,$193.5248,$2419.06,6,$1495.0242,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$2419.06,$60.4766,2013,Qtr 3,Tháng Chín,19,2,2,2,$1495.0242,2,2,$2419.06,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66697,10,$197.8432,$2473.04,6,$1515.2128,,4,,0,2013,Qtr 4,Tháng Mười,1,4,$2473.04,$61.8262,2013,Qtr 3,Tháng Chín,19,4,4,4,$1515.2128,4,4,$2473.04,4,2013,Qtr 3,Tháng Chín,26,4,0
SO66698,3,$195.0448,$2438.06,6,$1523.5102,,2,,0,2013,Qtr 4,Tháng Mười,1,2,$2438.06,$60.9516,2013,Qtr 3,Tháng Chín,19,2,2,2,$1523.5102,2,2,$2438.06,2,2013,Qtr 3,Tháng Chín,26,2,0
SO66699,1,$190.7256,$2384.07,6,$1481.9379,,1,,0,2013,Qtr 4,Tháng Mười,1,1,$2384.07,$59.6018,2013,Qtr 3,Tháng Chín,19,1,1,1,$1481.9379,1,1,$2384.07,1,2013,Qtr 3,Tháng Chín,26,1,0
SO66700,6,$142.8776,$1785.97,100,$1134.0886,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$1785.97,$44.6494,2013,Qtr 3,Tháng Chín,20,3,3,3,$1134.0886,3,3,$1785.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66701,6,$188.1568,$2351.96,100,$1273.2881,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$2351.96,$58.7991,2013,Qtr 3,Tháng Chín,20,3,3,3,$1273.2881,3,3,$2351.96,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66702,3,$187.9984,$2349.98,98,$1272.5476,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$2349.98,$58.7496,2013,Qtr 3,Tháng Chín,20,2,2,2,$1272.5476,2,2,$2349.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66703,1,$1.7584,$21.98,6,$8.2205,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$21.98,$0.5495,2013,Qtr 3,Tháng Chín,20,1,1,1,$8.2205,1,1,$21.98,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66704,1,$1.7584,$21.98,6,$8.2205,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$21.98,$0.5495,2013,Qtr 3,Tháng Chín,20,1,1,1,$8.2205,1,1,$21.98,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66705,3,$0.5824,$7.28,6,$2.7228,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$7.28,$0.1821,2013,Qtr 3,Tháng Chín,20,2,2,2,$2.7228,2,2,$7.28,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66706,3,$3.1984,$39.98,6,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66707,1,$3.9992,$49.99,6,$38.4923,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$49.99,$1.2498,2013,Qtr 3,Tháng Chín,20,1,1,1,$38.4923,1,1,$49.99,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66708,6,$184.7976,$2309.97,100,$1257.5839,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$2309.97,$57.7494,2013,Qtr 3,Tháng Chín,20,3,3,3,$1257.5839,3,3,$2309.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66709,3,$65.5584,$819.48,100,$458.2707,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$819.48,$20.4871,2013,Qtr 3,Tháng Chín,20,2,2,2,$458.2707,2,2,$819.48,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66710,6,$64.1416,$801.77,98,$431.8512,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$801.77,$20.0444,2013,Qtr 3,Tháng Chín,20,3,3,3,$431.8512,3,3,$801.77,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66711,1,$0.1832,$2.29,100,$0.8565,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$2.29,$0.0573,2013,Qtr 3,Tháng Chín,20,1,1,1,$0.8565,1,1,$2.29,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66712,1,$0.1832,$2.29,100,$0.8565,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$2.29,$0.0573,2013,Qtr 3,Tháng Chín,20,1,1,1,$0.8565,1,1,$2.29,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66713,3,$2.3584,$29.48,19,$11.0256,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$29.48,$0.7371,2013,Qtr 3,Tháng Chín,20,2,2,2,$11.0256,2,2,$29.48,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66714,6,$7.1176,$88.97,100,$33.2749,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$88.97,$2.2244,2013,Qtr 3,Tháng Chín,20,3,3,3,$33.2749,3,3,$88.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66715,3,$2.1824,$27.28,19,$10.2028,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$27.28,$0.6821,2013,Qtr 3,Tháng Chín,20,2,2,2,$10.2028,2,2,$27.28,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66716,1,$2.608,$32.6,100,$12.1924,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$32.6,$0.815,2013,Qtr 3,Tháng Chín,20,1,1,1,$12.1924,1,1,$32.6,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66717,6,$1.9176,$23.97,100,$12.5249,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$23.97,$0.5994,2013,Qtr 3,Tháng Chín,20,3,3,3,$12.5249,3,3,$23.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66718,10,$5.9568,$74.46,100,$27.8482,,4,,0,2013,Qtr 4,Tháng Mười,2,4,$74.46,$1.8617,2013,Qtr 3,Tháng Chín,20,4,4,4,$27.8482,4,4,$74.46,4,2013,Qtr 3,Tháng Chín,27,4,0
SO66719,3,$6.3184,$78.98,19,$33.0986,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$78.98,$1.9746,2013,Qtr 3,Tháng Chín,20,2,2,2,$33.0986,2,2,$78.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66720,1,$5.5992,$69.99,100,$26.1763,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$69.99,$1.7498,2013,Qtr 3,Tháng Chín,20,1,1,1,$26.1763,1,1,$69.99,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66721,3,$9.5984,$119.98,100,$64.6686,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$119.98,$2.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$64.6686,2,2,$119.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66722,3,$9.9184,$123.98,100,$67.7486,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$123.98,$3.0996,2013,Qtr 3,Tháng Chín,20,2,2,2,$67.7486,2,2,$123.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66723,3,$10.6792,$133.49,100,$49.9253,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$133.49,$3.3373,2013,Qtr 3,Tháng Chín,20,2,2,2,$49.9253,2,2,$133.49,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66724,3,$3.1984,$39.98,19,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66725,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66726,6,$2.9568,$36.96,19,$13.8231,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$36.96,$0.9241,2013,Qtr 3,Tháng Chín,20,3,3,3,$13.8231,3,3,$36.96,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66727,3,$3.1984,$39.98,100,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66728,1,$0.3992,$4.99,100,$1.8663,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$4.99,$0.1248,2013,Qtr 3,Tháng Chín,20,1,1,1,$1.8663,1,1,$4.99,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66729,1,$2.3992,$29.99,100,$11.2163,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$29.99,$0.7498,2013,Qtr 3,Tháng Chín,20,1,1,1,$11.2163,1,1,$29.99,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66730,6,$5.1976,$64.97,98,$24.2989,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$64.97,$1.6244,2013,Qtr 3,Tháng Chín,20,3,3,3,$24.2989,3,3,$64.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66731,3,$3.1984,$39.98,98,$14.9526,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$39.98,$0.9996,2013,Qtr 3,Tháng Chín,20,2,2,2,$14.9526,2,2,$39.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66732,6,$7.1176,$88.97,100,$33.2749,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$88.97,$2.2244,2013,Qtr 3,Tháng Chín,20,3,3,3,$33.2749,3,3,$88.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66733,3,$4.3984,$54.98,98,$40.3586,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$54.98,$1.3746,2013,Qtr 3,Tháng Chín,20,2,2,2,$40.3586,2,2,$54.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66734,1,$0.7192,$8.99,100,$6.9223,,1,,0,2013,Qtr 4,Tháng Mười,2,1,$8.99,$0.2248,2013,Qtr 3,Tháng Chín,20,1,1,1,$6.9223,1,1,$8.99,1,2013,Qtr 3,Tháng Chín,27,1,0
SO66735,10,$48.3568,$604.46,100,$322.9798,,4,,0,2013,Qtr 4,Tháng Mười,2,4,$604.46,$15.1117,2013,Qtr 3,Tháng Chín,20,4,4,4,$322.9798,4,4,$604.46,4,2013,Qtr 3,Tháng Chín,27,4,0
SO66736,10,$45.1168,$563.96,100,$307.1046,,4,,0,2013,Qtr 4,Tháng Mười,2,4,$563.96,$14.0992,2013,Qtr 3,Tháng Chín,20,4,4,4,$307.1046,4,4,$563.96,4,2013,Qtr 3,Tháng Chín,27,4,0
SO66737,3,$47.1984,$589.98,100,$317.5642,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$589.98,$14.7496,2013,Qtr 3,Tháng Chín,20,2,2,2,$317.5642,2,2,$589.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66738,6,$66.3176,$828.97,100,$442.024,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$828.97,$20.7244,2013,Qtr 3,Tháng Chín,20,3,3,3,$442.024,3,3,$828.97,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66739,15,$190.9552,$2386.94,19,$1286.3707,,5,,0,2013,Qtr 4,Tháng Mười,2,5,$2386.94,$59.6737,2013,Qtr 3,Tháng Chín,20,5,5,5,$1286.3707,5,5,$2386.94,5,2013,Qtr 3,Tháng Chín,27,5,0
SO66740,3,$185.3576,$2316.97,100,$1260.2018,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$2316.97,$57.9243,2013,Qtr 3,Tháng Chín,20,2,2,2,$1260.2018,2,2,$2316.97,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66741,3,$62.1872,$777.34,98,$474.5311,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$777.34,$19.4336,2013,Qtr 3,Tháng Chín,20,2,2,2,$474.5311,2,2,$777.34,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66742,6,$191.844,$2398.05,98,$1487.1665,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$2398.05,$59.9514,2013,Qtr 3,Tháng Chín,20,3,3,3,$1487.1665,3,3,$2398.05,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66743,3,$140.3984,$1754.98,6,$1124.0823,,2,,0,2013,Qtr 4,Tháng Mười,2,2,$1754.98,$43.8746,2013,Qtr 3,Tháng Chín,20,2,2,2,$1124.0823,2,2,$1754.98,2,2013,Qtr 3,Tháng Chín,27,2,0
SO66744,6,$91.9576,$1149.47,6,$723.9184,,3,,0,2013,Qtr 4,Tháng Mười,2,3,$1149.47,$28.7369,2013,Qtr 3,Tháng Chín,20,3,3,3,$723.9184,3,3,$1149.47,3,2013,Qtr 3,Tháng Chín,27,3,0
SO66745,10,$47.1968,$589.96,6,$362.3385,,4,,0,2013,Qtr 4,Tháng Mười,2,4,$589.96,$14.7492,2013,Qtr 3,Tháng Chín,20,4,4,4,$362.3385,4,4,$589.96,4,2013,Qtr 3,Tháng Chín,27,4,0
